704131.60241, 3,  -1.065,  9.674, -2.252, 5,  28.709,-41.331,  9.750
704131.62225, 3,  -1.065,  9.674, -2.252
704131.64211, 3,  -0.933,  9.669, -2.218, 4,  -0.001,  0.002,  0.001, 5,  28.879,-41.710,  9.608
704131.66201, 3,  -0.995,  9.665, -2.189
704131.68188, 3,  -1.041,  9.677, -2.218
704131.70174, 3,  -1.048,  9.684, -2.209, 4,   0.004,  0.005,  0.010, 5,  31.354,-42.661, 12.624
704131.72161, 3,  -1.029,  9.672, -2.185
704131.74148, 3,  -1.084,  9.684, -2.170
704131.76134, 3,  -1.058,  9.693, -2.144, 4,   0.006, -0.002,  0.010
704131.78118, 3,  -1.091,  9.655, -2.161
704131.80105, 3,  -1.067,  9.696, -2.244
704131.82091, 3,  -0.976,  9.677, -2.228, 4,   0.008, -0.005,  0.017, 5,  31.339,-43.329, 13.258
704131.84078, 3,  -0.909,  9.674, -2.240
704131.86065, 3,  -0.976,  9.686, -2.235
704131.88052, 3,  -1.074,  9.669, -2.273, 4,   0.010,  0.002,  0.018
704131.90038, 3,  -1.010,  9.701, -2.343
704131.92025, 3,  -0.854,  9.641, -2.261
704131.94015, 3,  -0.725,  9.681, -2.383, 4,   0.010,  0.013,  0.024, 5,  30.466,-42.242, 11.935
704131.95998, 3,  -0.723,  9.645, -2.350
704131.97985, 3,  -0.945,  9.698, -2.242
704131.99972, 3,  -1.065,  9.662, -1.996, 4,   0.012,  0.042,  0.017, 5,  30.290,-42.592, 13.095
704132.01958, 3,  -1.321,  9.739, -2.008
704132.03945, 3,  -1.199,  9.677, -2.103
704132.05932, 3,  -1.177,  9.703, -1.972, 4,   0.013,  0.012,  0.019, 5,  31.943,-42.075, 12.764
704132.07918, 3,  -1.259,  9.681, -2.053
704132.09905, 3,  -1.180,  9.710, -1.979
704132.11892, 3,  -1.261,  9.691, -2.084, 4,   0.022,  0.007,  0.035, 5,  30.772,-42.719, 14.024
704132.13876, 3,  -1.180,  9.669, -2.290
704132.15862, 3,  -0.857,  9.641, -2.070
704132.17849, 3,  -0.773,  9.638, -2.192, 4,   0.030, -0.008,  0.054, 5,  31.218,-42.850, 13.828
704132.19836, 3,  -0.802,  9.607, -2.438
704132.21822, 3,  -0.873,  9.665, -2.407
704132.23812, 3,  -0.986,  9.605, -2.436, 4,   0.041,  0.016,  0.048, 5,  30.254,-42.258, 13.144
704132.25799, 3,  -0.816,  9.660, -2.587
704132.27785, 3,  -0.670,  9.650, -2.455
704132.29772, 3,  -0.945,  9.645, -2.563, 4,   0.035, -0.007,  0.047
704132.31756, 3,  -1.101,  9.590, -2.745
704132.33742, 3,  -0.782,  9.638, -2.453
704132.35729, 3,  -0.761,  9.636, -2.249, 4,   0.025, -0.035,  0.054, 5,  30.034,-42.024, 14.413
704132.37716, 3,  -0.730,  9.662, -2.426
704132.39703, 3,  -1.381,  9.461, -2.701
704132.41689, 3,  -2.699,  9.835, -2.055, 4,   0.030, -0.047,  0.050
