707161.59494, 3,   0.876,  9.567, -2.761
707161.61480, 3,   0.876,  9.567, -2.761
707161.63464, 3,   1.010,  9.557, -2.613, 4,   0.033, -0.285,  0.268, 5, -23.882,-38.599, 23.116
707161.65451, 3,   1.015,  9.588, -2.706
707161.67437, 3,   1.050,  9.557, -2.697
707161.69424, 3,   1.053,  9.533, -2.723, 4,   0.004, -0.000,  0.020, 5, -22.627,-40.475, 24.188
707161.71411, 3,   1.074,  9.559, -2.680
707161.73398, 3,   1.082,  9.543, -2.673
707161.75381, 3,   1.070,  9.552, -2.656, 4,   0.004, -0.000,  0.017
707161.77368, 3,   1.050,  9.550, -2.625
707161.79355, 3,   1.058,  9.562, -2.637
707161.81344, 3,   1.074,  9.538, -2.658, 4,   0.003, -0.009,  0.014, 5, -22.653,-39.812, 25.549
707161.83331, 3,   1.074,  9.555, -2.687
707161.85318, 3,   0.998,  9.564, -2.680
707161.87304, 3,   1.000,  9.545, -2.663, 4,   0.002, -0.009,  0.011
707161.89288, 3,   0.991,  9.531, -2.687
707161.91275, 3,   1.017,  9.576, -2.706
707161.93261, 3,   1.027,  9.564, -2.711, 4,   0.002, -0.010,  0.011, 5, -21.960,-40.460, 24.678
707161.95248, 3,   1.036,  9.526, -2.675
707161.97235, 3,   0.983,  9.555, -2.656
707161.99221, 3,   0.962,  9.538, -2.673, 4,   0.001, -0.010,  0.012, 5, -22.897,-40.485, 25.780
707162.01208, 3,   0.955,  9.555, -2.687
707162.03192, 3,   1.048,  9.557, -2.692
707162.05179, 3,   0.979,  9.538, -2.740, 4,   0.001, -0.017,  0.012, 5, -21.513,-39.203, 24.187
707162.07165, 3,   0.960,  9.550, -2.697
707162.09155, 3,   0.945,  9.523, -2.658
707162.11142, 3,   0.950,  9.538, -2.678, 4,  -0.002, -0.018,  0.014, 5, -22.720,-40.477, 24.188
707162.13128, 3,   0.964,  9.547, -2.725
707162.15115, 3,   1.015,  9.540, -2.747
707162.17099, 3,   0.967,  9.547, -2.706, 4,  -0.001, -0.025,  0.016, 5, -22.351,-39.755, 23.901
707162.19085, 3,   0.950,  9.547, -2.718
707162.21072, 3,   1.019,  9.545, -2.752
707162.23059, 3,   1.015,  9.514, -2.816, 4,  -0.002, -0.020,  0.017, 5, -22.829,-39.301, 24.185
707162.25045, 3,   1.079,  9.528, -2.871
707162.27032, 3,   1.050,  9.497, -2.862
707162.29016, 3,   1.101,  9.526, -2.819, 4,  -0.005, -0.008,  0.016
707162.31003, 3,   1.172,  9.511, -2.941
707162.32989, 3,   1.129,  9.571, -3.039
707162.34976, 3,   1.007,  9.552, -3.137, 4,  -0.011, -0.015,  0.009, 5, -22.234,-41.042, 24.475
707162.36966, 3,   1.218,  9.701, -3.075
707162.38952, 3,   1.196,  9.677, -3.072
707162.40939, 3,   1.228,  9.406, -2.998, 4,  -0.031, -0.025,  0.002
707162.42923, 3,   1.247,  9.162, -2.759
707162.44909, 3,   1.539,  9.485, -3.041
707162.46896, 3,   1.699,  9.265, -2.735, 4,  -0.063, -0.039, -0.009, 5, -23.286,-40.111, 24.913
707162.48883, 3,   1.479,  9.294, -2.589
707162.50869, 3,   1.129,  9.514, -2.675
707162.52856, 3,   0.790,  9.744, -2.795, 4,  -0.035, -0.070, -0.049, 5, -21.268,-39.407, 24.188
707162.54843, 3,   0.579,  9.614, -2.759
707162.56826, 3,   0.278,  9.511, -2.637
707162.58813, 3,  -0.357,  9.617, -3.147, 4,  -0.028, -0.208, -0.042, 5, -22.626,-40.469, 24.911
707162.60800, 3,  -0.859,  9.320, -3.082
707162.62787, 3,  -1.144,  9.270, -3.017
707162.64773, 3,  -1.125,  9.241, -3.182, 4,  -0.015, -0.588,  0.008, 5, -21.471,-40.604, 24.190
707162.66763, 3,   0.026,  9.397, -4.166
707162.68750, 3,   0.699,  9.380, -4.577
707162.70733, 3,   1.244,  9.129, -4.592, 4,  -0.018, -0.797,  0.090, 5, -20.381,-41.852, 26.077
707162.72720, 3,   1.560,  8.861, -4.850
707162.74707, 3,   1.921,  8.729, -5.066
707162.76693, 3,   1.589,  9.059, -5.358, 4,  -0.013, -0.514,  0.057, 5, -20.360,-40.999, 27.826
707162.78680, 3,   1.630,  9.038, -5.080
707162.80667, 3,   1.261,  8.719, -5.008
707162.82654, 3,   0.421,  8.930, -5.020, 4,   0.015, -0.258, -0.012, 5, -20.541,-40.430, 26.460
707162.84637, 3,   0.294,  9.272, -4.798
707162.86624, 3,   0.100,  9.332, -4.503
707162.88611, 3,   0.620,  9.002, -4.333, 4,   0.008, -0.356, -0.033, 5, -18.611,-40.623, 27.815
707162.90597, 3,   0.971,  9.014, -3.805
707162.92584, 3,   1.005,  9.770, -4.649
707162.94574, 3,   0.948,  9.193, -4.326, 4,   0.018, -0.439, -0.040
707162.96557, 3,   0.708,  8.133, -4.544
707162.98544, 3,   0.866,  9.803, -5.133
