700662.64363, 3,   0.421,  9.574, -2.613
700662.66346, 3,   0.421,  9.574, -2.613
700662.68333, 3,   0.208,  9.586, -2.644, 4,  -0.001,  0.007,  0.002, 5,   7.814,-36.183, 28.008
700662.70320, 3,   0.182,  9.564, -2.651
700662.72307, 3,   0.242,  9.571, -2.675
700662.74293, 3,   0.230,  9.574, -2.577, 4,  -0.002,  0.002, -0.005, 5,   8.575,-34.032, 31.102
700662.76280, 3,   0.225,  9.571, -2.579
700662.78267, 3,   0.309,  9.610, -2.615
700662.80253, 3,   0.357,  9.578, -2.608, 4,   0.001, -0.002,  0.003
700662.82240, 3,   0.347,  9.629, -2.713
700662.84227, 3,   0.438,  9.550, -2.603
700662.86216, 3,   0.488,  9.540, -2.596, 4,   0.000,  0.004,  0.008, 5,   8.994,-33.310, 31.441
700662.88203, 3,   0.457,  9.626, -2.754
700662.90190, 3,   0.443,  9.562, -2.740
700662.92177, 3,   0.380,  9.571, -2.680, 4,   0.002,  0.008,  0.003
700662.94163, 3,   0.328,  9.610, -2.661
700662.96150, 3,   0.299,  9.569, -2.646
700662.98137, 3,   0.127,  9.643, -2.711, 4,   0.001,  0.013,  0.003, 5,  10.437,-34.697, 30.286
700663.00123, 3,   0.062,  9.523, -2.448
700663.02110, 3,   0.275,  9.696, -2.510
700663.04097, 3,   0.517,  9.605, -2.436, 4,   0.004,  0.021,  0.020, 5,   9.280,-34.300, 29.309
700663.06083, 3,   0.378,  9.662, -2.639
700663.08070, 3,   0.290,  9.715, -2.611
700663.10057, 3,   0.517,  9.193, -2.182, 4,   0.005,  0.017,  0.028, 5,   8.379,-34.747, 30.035
700663.12044, 3,   0.251,  9.933, -2.603
700663.14030, 3,   0.100,  9.602, -2.185
700663.16020, 3,   0.048,  9.727, -2.699, 4,   0.001, -0.024,  0.026, 5,   9.555,-34.103, 30.037
700663.18007, 3,   0.471,  9.344, -2.515
700663.19993, 3,   0.251,  9.672, -2.613
700663.21980, 3,  -0.074,  9.574, -2.900, 4,   0.007, -0.020,  0.045, 5,   8.850,-35.730, 29.312
700663.23967, 3,   0.151,  9.471, -2.919
700663.25953, 3,   0.330,  9.540, -2.850
700663.27879, 3,   0.330,  9.523, -2.977, 4,   0.009, -0.015,  0.063, 5,   9.303,-35.196, 29.791
700663.29927, 3,   0.744,  9.476, -3.529
700663.31910, 3,   1.007,  9.315, -3.216
700663.33897, 3,   0.950,  9.459, -2.512, 4,   0.004,  0.059,  0.056
700663.35884, 3,   0.407,  9.638, -1.546
700663.37871, 3,   1.493,  9.421, -4.922
700663.39857, 3,   0.926,  9.476, -3.261, 4,   0.024,  0.015,  0.030, 5,   7.680,-34.332, 29.451
700663.41844, 3,   0.632,  9.660, -1.383
700663.43834, 3,   1.096,  9.633, -2.948
700663.45820, 3,   0.926,  9.490, -3.510, 4,   0.003,  0.052,  0.007
700663.47807, 3,   1.055,  9.026, -3.405
700663.49794, 3,  -0.103,  9.846, -1.448
700663.51780, 3,   0.313,  9.779, -1.637, 4,  -0.020,  0.156, -0.012, 5,   8.812,-35.349, 31.154
700663.53767, 3,   0.402,  9.399, -2.532
700663.55754, 3,  -0.218,  9.765, -2.472
700663.57741, 3,   0.306,  9.617, -2.926, 4,   0.024, -0.026,  0.012, 5,   8.376,-35.133, 30.232
700663.59727, 3,   0.677,  9.480, -2.718
700663.61714, 3,   0.577,  9.653, -2.180
700663.63701, 3,   0.703,  9.617, -2.347, 4,   0.001, -0.035,  0.039, 5,   8.218,-34.042, 29.317
700663.65687, 3,   0.871,  9.643, -2.620
700663.67674, 3,   0.849,  9.598, -2.582
700663.69661, 3,   0.828,  9.523, -2.649, 4,   0.009,  0.016,  0.035, 5,   8.003,-35.999, 30.956
700663.71647, 3,   0.845,  9.552, -2.876
700663.73637, 3,   0.897,  9.550, -2.709
700663.75624, 3,   1.015,  9.528, -2.701, 4,   0.000,  0.013,  0.026, 5,   7.526,-35.388, 30.858
700663.77611, 3,   1.103,  9.559, -2.764
700663.79597, 3,   0.950,  9.547, -2.828
700663.81584, 3,   0.833,  9.514, -2.879, 4,  -0.000,  0.005,  0.005, 5,   8.324,-35.463, 30.905
700663.83571, 3,   0.677,  9.638, -3.005
700663.85557, 3,   0.706,  9.452, -2.745
700663.87544, 3,   0.768,  9.519, -2.761, 4,  -0.004, -0.012, -0.009, 5,   8.200,-36.801, 29.951
700663.89531, 3,   0.632,  9.545, -2.879
700663.91517, 3,   0.641,  9.514, -2.941
700663.93504, 3,   0.598,  9.569, -2.646, 4,  -0.008, -0.009, -0.010, 5,   8.168,-36.423, 30.269
700663.95491, 3,   0.648,  9.559, -2.802
700663.97477, 3,   0.723,  9.492, -2.922
700663.99464, 3,   0.711,  9.538, -2.828, 4,  -0.007, -0.007, -0.014
700664.01454, 3,   0.541,  9.559, -2.931
700664.03441, 3,   0.596,  9.504, -2.876
700664.05424, 3,   0.737,  9.514, -2.740, 4,  -0.009,  0.007, -0.017, 5,   7.640,-35.905, 29.898
700664.07411, 3,   0.770,  9.547, -2.639
700664.09398, 3,   0.689,  9.629, -2.704
700664.11384, 3,   0.541,  9.578, -2.783, 4,  -0.011, -0.003, -0.021, 5,  10.085,-36.131, 29.515
