710649.42166, 3,  -0.706,  9.696, -2.199
710649.46010, 3,  -0.706,  9.696, -2.199, 5,  23.975,-43.567,  1.759
710649.47999, 3,  -0.706,  9.696, -2.199, 4,  -0.002, -0.020,  0.009, 5,  22.005,-42.189,  1.752
710649.49986, 3,  -0.730,  9.710, -2.331, 4,  -0.002, -0.020,  0.009, 5,  23.993,-42.856,  2.484
710649.51973, 3,  -0.720,  9.672, -2.371, 4,  -0.002, -0.020,  0.009, 5,  26.003,-42.816,  6.845
710649.53957, 3,  -0.696,  9.686, -2.314, 4,   0.007, -0.003,  0.020, 5,  24.629,-44.269,  3.941
710649.55943, 3,  -0.687,  9.703, -2.331, 4,   0.005, -0.005,  0.023, 5,  23.297,-44.305,  6.119
710649.57930, 3,  -0.694,  9.684, -2.352, 4,   0.006, -0.005,  0.023, 5,  25.316,-43.542,  4.668
710649.59917, 3,  -0.646,  9.701, -2.333, 4,   0.006, -0.005,  0.021, 5,  23.997,-42.862,  5.389
710649.61903, 3,  -0.632,  9.674, -2.304, 4,   0.006, -0.008,  0.021, 5,  24.652,-43.567,  8.298
710649.63887, 3,  -0.639,  9.703, -2.316, 4,   0.006, -0.008,  0.020, 5,  23.997,-42.863,  6.116
710649.65874, 3,  -0.636,  9.693, -2.285, 4,   0.005, -0.004,  0.019, 5,  25.969,-44.243,  6.848
710649.67860, 3,  -0.641,  9.696, -2.273, 4,   0.005, -0.004,  0.018, 5,  25.984,-43.527,  5.394
710649.69847, 3,  -0.653,  9.689, -2.288, 4,   0.005, -0.005,  0.018, 5,  26.686,-42.087,  6.844
710649.71831, 3,  -0.648,  9.681, -2.304, 4,   0.004, -0.005,  0.017, 5,  26.653,-43.512,  6.122
710649.73817, 3,  -0.636,  9.684, -2.309, 4,   0.004, -0.007,  0.017, 5,  23.981,-43.576,  5.391
710649.75807, 3,  -0.648,  9.689, -2.343, 4,   0.004, -0.005,  0.014, 5,  26.669,-42.798,  6.120
710649.77794, 3,  -0.668,  9.703, -2.326, 4,   0.004, -0.005,  0.014, 5,  26.018,-42.104,  6.842
710649.79780, 3,  -0.677,  9.698, -2.311, 4,   0.004, -0.007,  0.014, 5,  26.669,-42.796,  5.394
710649.81767, 3,  -0.694,  9.710, -2.304, 4,   0.002, -0.005,  0.013, 5,  25.319,-43.547,  6.847
710649.83751, 3,  -0.694,  9.693, -2.307, 4,   0.002, -0.007,  0.012, 5,  26.654,-43.513,  6.848
710649.85738, 3,  -0.706,  9.703, -2.292, 4,   0.002, -0.008,  0.012, 5,  25.301,-44.258,  6.122
710649.87724, 3,  -0.687,  9.691, -2.288, 4,   0.004, -0.009,  0.013, 5,  25.984,-43.527,  5.394
710649.89711, 3,  -0.699,  9.698, -2.295, 4,   0.004, -0.009,  0.012, 5,  25.984,-43.527,  5.394
710649.91698, 3,  -0.725,  9.717, -2.247, 4,   0.004, -0.010,  0.012, 5,  25.285,-44.972,  6.123
710649.93681, 3,  -0.725,  9.705, -2.266, 4,   0.004, -0.009,  0.012, 5,  23.381,-40.739,  6.836
710649.95668, 3,  -0.687,  9.720, -2.271, 4,   0.005, -0.014,  0.013, 5,  24.617,-44.987,  6.122
710649.97655, 3,  -0.684,  9.729, -2.292, 4,   0.004, -0.015,  0.014, 5,  25.352,-42.123,  7.568
710649.99641, 3,  -0.660,  9.665, -2.288, 4,   0.004, -0.011,  0.014, 5,  25.952,-44.955,  6.123
710650.01628, 3,  -0.651,  9.729, -2.328, 4,   0.004, -0.008,  0.014, 5,  26.656,-43.517,  7.574
710650.03615, 3,  -0.749,  9.689, -2.352, 4,   0.002, -0.008,  0.013, 5,  25.337,-42.836,  7.571
710650.05601, 3,  -0.790,  9.684, -2.345, 4,   0.001, -0.003,  0.013, 5,  25.334,-42.831,  6.119
710650.07588, 3,  -0.857,  9.689, -2.328, 4,   0.001, -0.000,  0.013, 5,  24.681,-42.134,  6.114
710650.09575, 3,  -0.933,  9.653, -2.307, 4,   0.001,  0.004,  0.015, 5,  24.669,-42.851,  7.570
710650.11561, 3,  -0.904,  9.710, -2.307, 4,   0.004,  0.006,  0.018, 5,  23.984,-43.584,  8.296
710650.13548, 3,  -0.847,  9.696, -2.292, 4,   0.005,  0.001,  0.021, 5,  25.304,-44.263,  7.574
710650.15532, 3,  -0.826,  9.691, -2.297, 4,   0.007, -0.005,  0.025, 5,  24.014,-42.152,  6.839
710650.17519, 3,  -0.751,  9.703, -2.283, 4,   0.009, -0.005,  0.030, 5,  26.669,-42.798,  6.120
710650.19505, 3,  -0.689,  9.703, -2.264, 4,   0.010, -0.008,  0.032, 5,  25.336,-42.833,  6.845
710650.21492, 3,  -0.730,  9.693, -2.283, 4,   0.010, -0.007,  0.034, 5,  25.319,-43.547,  6.847
710650.23479, 3,  -0.703,  9.708, -2.247, 4,   0.011, -0.003,  0.034, 5,  25.320,-43.550,  7.573
710650.25462, 3,  -0.648,  9.715, -2.249, 4,   0.011,  0.003,  0.035, 5,  25.336,-42.833,  6.845
710650.27449, 3,  -0.653,  9.734, -2.326, 4,   0.011,  0.002,  0.036, 5,  25.317,-43.546,  6.120
710650.29436, 3,  -0.617,  9.681, -2.343, 4,   0.012,  0.003,  0.036, 5,  24.667,-42.848,  6.844
710650.31422, 3,  -0.593,  9.684, -2.302, 4,   0.011,  0.003,  0.036, 5,  25.986,-43.530,  6.847
710650.33412, 3,  -0.572,  9.708, -2.319, 4,   0.011,  0.003,  0.036, 5,  25.334,-42.830,  5.392
710650.35396, 3,  -0.574,  9.715, -2.410, 4,   0.011,  0.003,  0.035, 5,  25.317,-43.544,  5.394
710650.37382, 3,  -0.581,  9.686, -2.390, 4,   0.011, -0.000,  0.035, 5,  24.632,-44.273,  6.120
710650.39369, 3,  -0.569,  9.693, -2.390, 4,   0.010, -0.000,  0.035, 5,  25.317,-43.544,  5.394
710650.41356, 3,  -0.577,  9.677, -2.355, 4,   0.007,  0.001,  0.032, 5,  23.997,-42.862,  5.389
710650.43339, 3,  -0.572,  9.691, -2.393, 4,   0.007,  0.002,  0.030, 5,  24.635,-44.278,  7.573
710650.45326, 3,  -0.581,  9.684, -2.369, 4,   0.009, -0.003,  0.030, 5,  25.336,-42.833,  6.845
710650.47313, 3,  -0.567,  9.701, -2.388, 4,   0.007, -0.005,  0.029, 5,  25.987,-43.533,  7.573
710650.49300, 3,  -0.644,  9.703, -2.350, 4,   0.007, -0.005,  0.028, 5,  23.952,-45.009,  7.573
710650.51286, 3,  -0.601,  9.691, -2.378, 4,   0.007, -0.002,  0.026
710650.53273, 3,  -0.636,  9.674, -2.355, 4,   0.006,  0.001,  0.028, 5,  24.666,-42.847,  6.117
710650.55257, 3,  -0.718,  9.722, -2.292, 4,   0.007,  0.001,  0.028, 5,  24.016,-42.157,  8.292
710650.57243, 3,  -0.723,  9.691, -2.299, 4,   0.007,  0.001,  0.026, 5,  26.003,-42.816,  6.845
710650.59230, 3,  -0.687,  9.715, -2.386, 4,   0.010, -0.004,  0.029, 5,  25.967,-44.241,  6.122
710650.61220, 3,  -0.577,  9.696, -2.355, 4,   0.010, -0.004,  0.032, 5,  24.651,-43.562,  6.845
710650.63206, 3,  -0.541,  9.708, -2.290, 4,   0.009, -0.000,  0.032, 5,  25.319,-43.547,  6.847
710650.65190, 3,  -0.603,  9.701, -2.304, 4,   0.007,  0.001,  0.034, 5,  26.654,-43.513,  6.848
710650.67177, 3,  -0.694,  9.710, -2.364, 4,   0.010, -0.003,  0.035, 5,  26.018,-42.104,  6.842
710650.69163, 3,  -0.701,  9.698, -2.288, 4,   0.011, -0.008,  0.034, 5,  23.997,-42.863,  6.116
710650.71150, 3,  -0.627,  9.689, -2.297, 4,   0.010, -0.007,  0.036, 5,  24.652,-43.565,  7.571
710650.73137, 3,  -0.663,  9.693, -2.316, 4,   0.011, -0.003,  0.039, 5,  23.965,-44.292,  6.845
710650.75124, 3,  -0.656,  9.698, -2.280, 4,   0.011,  0.002,  0.040, 5,  24.634,-44.275,  6.847
710650.77107, 3,  -0.601,  9.710, -2.299, 4,   0.012,  0.001,  0.041, 5,  25.301,-44.257,  5.396
710650.79094, 3,  -0.634,  9.696, -2.309, 4,   0.013, -0.005,  0.043, 5,  24.652,-43.565,  7.571
710650.81081, 3,  -0.723,  9.717, -2.213, 4,   0.015, -0.009,  0.046, 5,  23.999,-42.865,  6.842
710650.83067, 3,  -0.754,  9.698, -2.201, 4,   0.016, -0.011,  0.048, 5,  25.334,-42.830,  5.392
710650.85054, 3,  -0.732,  9.736, -2.256, 4,   0.017, -0.020,  0.052, 5,  26.003,-42.816,  6.845
710650.87038, 3,  -0.787,  9.710, -2.290, 4,   0.021, -0.030,  0.057, 5,  24.666,-42.845,  5.391
710650.89024, 3,  -0.672,  9.710, -2.323, 4,   0.022, -0.030,  0.059, 5,  25.304,-44.263,  7.574
710650.91014, 3,  -0.828,  9.684, -2.323, 4,   0.022, -0.021,  0.065, 5,  25.337,-42.836,  7.571
710650.93001, 3,  -0.723,  9.650, -2.527, 4,   0.022, -0.009,  0.069, 5,  26.001,-42.813,  5.392
710650.94987, 3,  -0.775,  9.633, -2.474, 4,   0.022,  0.007,  0.073, 5,  23.997,-42.863,  6.116
710650.96971, 3,  -0.792,  9.660, -2.328, 4,   0.021,  0.023,  0.078, 5,  23.297,-44.304,  5.392
710650.98958, 3,  -0.940,  9.734, -2.821, 4,   0.023,  0.035,  0.082, 5,  23.299,-44.307,  6.845
710651.00944, 3,  -0.730,  9.334, -3.513, 4,   0.028,  0.028,  0.090, 5,  24.649,-43.561,  6.119
710651.02931, 3,   1.311,  9.576, -2.197, 4,   0.023, -0.030,  0.103, 5,  23.997,-42.863,  6.116
710651.04918, 3,   0.723,  9.605, -2.115, 4,  -0.001, -0.179,  0.108, 5,  21.962,-44.337,  5.389
710651.06905, 3,  -0.108,  9.777, -2.838, 4,   0.013, -0.157,  0.085, 5,  22.662,-42.894,  5.388
710651.08888, 3,   0.050,  9.868, -2.426, 4,   0.046, -0.008,  0.062, 5,  23.979,-43.575,  4.665
710651.10875, 3,  -0.447,  9.696, -2.199, 4,   0.042,  0.031,  0.045, 5,  23.962,-44.287,  4.666
710651.12862, 3,  -0.459,  9.875, -1.979, 4,   0.029,  0.067,  0.035, 5,  21.930,-45.766,  6.119
710651.14848, 3,  -0.814,  9.744, -2.027, 4,   0.023,  0.064,  0.048, 5,  23.962,-44.287,  4.666
710651.16835, 3,  -1.381,  9.777, -1.967, 4,   0.016,  0.050,  0.053, 5,  22.629,-44.321,  5.391
710651.18822, 3,  -1.321,  9.698, -2.443, 4,   0.010,  0.035,  0.056, 5,  22.629,-44.321,  5.391
710651.20808, 3,  -0.579,  9.571, -1.866, 4,   0.011, -0.010,  0.078, 5,  21.280,-45.068,  6.116
