,mean_accl_x,mean_accl_y,mean_accl_z,mean_gyro_x,mean_gyro_y,mean_gyro_z,mean_mag_x,mean_mag_y,mean_mag_z,std_accl_x,std_accl_y,std_accl_z,std_gyro_x,std_gyro_y,std_gyro_z,std_mag_x,std_mag_y,std_mag_z,90th_accl_x,90th_accl_y,90th_accl_z,90th_gyro_x,90th_gyro_y,90th_gyro_z,90th_mag_x,90th_mag_y,90th_mag_z,10th_accl_x,10th_accl_y,10th_accl_z,10th_gyro_x,10th_gyro_y,10th_gyro_z,10th_mag_x,10th_mag_y,10th_mag_z,sublabel,label
0,0.37655826647866175,-0.0026056667022201136,-0.005624386321981575,0.011982862465740311,-0.033863095058564024,-0.0928677160463987,-0.299829659051567,-0.7807522588455006,-1.4520007840733242,0.8780668861368363,0.26596669439348286,0.5859326108105629,0.0527658701652007,0.23008474955707522,0.056715387232237645,0.20142794534998196,0.1896590496298286,0.08812120872457005,1.5321201241771045,0.3073373794201855,0.7632022346793585,0.07463516619951444,0.22016197098372298,-0.032544363043177316,-0.04464709168726868,-0.4918495482250762,-1.3490740899598084,-0.6891465476579719,-0.29217758660522714,-0.6569932413405969,-0.04435564321734338,-0.3874323335620849,-0.16475690767885098,-0.5683386606693422,-0.9925227998651049,-1.5624767107162811,0,0
1,-0.05855165468532225,-0.002043146851609461,-0.012387034694823862,0.039744146817852946,0.09576924066040854,-0.04946271287009616,-0.4651368525951799,-0.8786763764689861,-1.3879449426532222,1.2670426845501541,0.20413421667975784,0.601194747457919,0.09118846289822127,0.2772291430992065,0.06933260705261708,0.1352111719575952,0.20836234983829477,0.07751995051088656,1.4236201374582795,0.21638169367128748,0.7195988797637657,0.16594239954796045,0.49193005688730096,0.05210256661922809,-0.2712059736698532,-0.5766702638951394,-1.2910941961317137,-1.6829204029950366,-0.2536009457318803,-0.7236367819915707,-0.054749126162326064,-0.244363617074914,-0.13827025432946727,-0.6469062216952851,-1.129843719481036,-1.4910491426669767,0,0
2,0.006872079846838865,0.013288664156567738,0.042639429371484634,0.004542294301388225,0.08392390064033536,-0.06228666753342276,-0.34741824371803537,-0.8172451738611434,-1.4490549884168558,0.5040681683076471,0.2488325406314717,0.44744094423870523,0.03313862560670711,0.12240024933415737,0.040061557228434845,0.14576218235590585,0.1933865609763941,0.07000610186665442,0.5853120559299664,0.34488962312149446,0.6742655450318642,0.044231800201574446,0.24211166926283184,-0.010913596141180646,-0.17845452324736943,-0.561912685237702,-1.3483136979096038,-0.6358677818011575,-0.2707730772736844,-0.5269695310557767,-0.040664499741555137,-0.06880768112340724,-0.12232308179202586,-0.5689419630096471,-1.0838500518122496,-1.522851836100068,0,0
3,-0.06834717778295529,0.020082034876402453,0.0860540592162075,0.01231312267146873,0.04663023870653249,-0.04560007592331108,-0.4139466789460295,-0.6801913777601118,-1.4477208771395822,0.43881182667423635,0.22456667962522606,0.40684172943156544,0.030621162172011763,0.10447435597688742,0.030313835661656692,0.12658682120979925,0.20917828993877519,0.06654483326865583,0.4058430881284314,0.27738724104821577,0.6546853189291002,0.05919064481397941,0.16060206863244067,-0.008651194500920755,-0.27021303856810164,-0.4594583132804761,-1.3585297059174444,-0.6416951468167467,-0.20192280418456626,-0.41790216718214757,-0.029396798604938403,-0.09167368559253587,-0.08408297601885313,-0.5804298450729508,-0.9366043069330879,-1.5390594518368346,0,0
4,-0.03789225823719812,0.012898674355984631,0.09022960140920656,0.010506405075425019,0.0212818774680777,-0.06460424970149387,-0.33794210546648557,-0.4157816730229898,-1.4423206854497042,0.6330671147669745,0.22589303278731898,0.4815393384238894,0.04806849388501575,0.16601551370592613,0.04866800553654606,0.09094160575798155,0.21781501928987587,0.07236099745326605,0.8136892658266236,0.25784282131853276,0.7099267198816775,0.07278959446162031,0.29588218250444404,0.005916464841240249,-0.2106746388592723,-0.17944150929798142,-1.3410547700970032,-0.8714598245742584,-0.21046843322499317,-0.48647227626491935,-0.051252253395789836,-0.19055145355193728,-0.13115196624182043,-0.4555588294286149,-0.6708264446584067,-1.5373485697238742,0,0
5,0.026375253077584194,0.011162590727582444,0.05192889674875311,0.006912396954262786,0.09182912404332377,-0.06024498800440781,-0.5513907084926397,-0.12658078942371645,-1.463830782154451,0.48467907070169647,0.26534160849863503,0.4940677397305778,0.0386065759204937,0.12368317339429896,0.046349015642756064,0.12391603959239911,0.19639803036141373,0.07494290540835466,0.6671032863273415,0.27385576658671407,0.6202823112184207,0.0573450730760853,0.26851794764794573,-0.00031893480142716264,-0.43215572614429143,0.15588085303970473,-1.3826158281743857,-0.5754435564609423,-0.2545714272632852,-0.6042288569431888,-0.04396710179883936,-0.06909923309295897,-0.11846044484524071,-0.7459357870965658,-0.3901024084718797,-1.5330748847750397,0,0
6,0.024622418680037964,0.028153206279253707,0.10786228962785359,0.012235414387767934,0.03585114588939133,-0.05905308860368554,-0.3783033848412624,-0.04389983701639915,-1.4405253153311652,0.4852042169230249,0.25483160560382795,0.623443917018019,0.038266896740843145,0.1041499273960395,0.0312596905930846,0.07560751515901253,0.20271225869561174,0.06371750472804964,0.6307516283729525,0.2550392080055852,0.9846003334437442,0.052779711408663,0.16939027800035714,-0.011906845641782534,-0.2711368452766933,0.14826631964297524,-1.370083440680274,-0.5965330679459314,-0.22294990403167372,-0.6135471573173955,-0.03153377640671054,-0.10187800452684649,-0.09594678949826457,-0.4740915231948528,-0.2624705700511669,-1.4931050174693816,0,0
7,-0.05423662963806457,-0.0017951349046948638,0.07491141649025705,0.003046409840147727,0.07714323483418939,-0.05767357540840515,-0.3798575530333461,-0.22436310275272084,-1.436636184915657,0.5266327650391222,0.2980150775792977,0.5590477760645638,0.04289777043214091,0.09293610648188905,0.037616677108764415,0.1056599331349737,0.18971330297873715,0.06448635619551375,0.6555179296892062,0.29898045512197646,0.7722453109918802,0.05617944882057321,0.21170696386672272,-0.00958926347371146,-0.24917286944997194,0.013538584775154985,-1.3594097893088848,-0.7775282503944062,-0.3475489495359436,-0.6238484007690506,-0.054749126162326064,-0.035445805750416295,-0.10571374292084981,-0.516058742242305,-0.44972208327165547,-1.508270614470683,0,0
8,-0.049579362518462865,0.025283097009524563,0.12567583937275112,0.015538016445052148,0.02967024413489464,-0.04766382766345054,-0.47891764266017794,-0.43965917934002147,-1.5655239785047772,0.6096999058218305,0.26021355025036597,0.5310352698734649,0.05889665398031568,0.17633975217958683,0.04507448697075149,0.23888083455585676,0.20628292025740588,0.13981852878601228,0.6874296904888606,0.2770367893840971,0.8871316978840014,0.08532005520837513,0.31908138922448886,0.0191046109881209,-0.18216231888049259,-0.1730056962413028,-1.3323806681909665,-0.9235592427493464,-0.30228676922402886,-0.44695796455151005,-0.05037803520415577,-0.17947247870897154,-0.09340848521894864,-0.8177916095866179,-0.7447086355727981,-1.7278619816357648,0,0
9,-0.05635945546517207,0.005797984484538354,0.0496641958983129,0.023328271886057853,0.03435173576026816,-0.052177594838407976,-0.6301884302417753,-0.2707131498239539,-1.251543880375124,0.7658104300083136,0.2644639828048054,0.6385953148092073,0.05514655283254589,0.1951929047498727,0.04858124379963753,0.09078111404700172,0.16165058227136883,0.11407616771369983,0.8818139377945814,0.2250351539929814,0.6423002361532558,0.0970734331181219,0.2855945630074043,0.007461519619954314,-0.5165552097931807,-0.09495083532312976,-1.1058612845684657,-1.0239425424821724,-0.23947504788587495,-0.5725387721262656,-0.03464210775474274,-0.2665215667608455,-0.11520479370437896,-0.7691252208020314,-0.48213689262305537,-1.3715901434464202,0,0
